Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
A0A285NBS8_9AQUI	A0A285NBS8_9AQUI	377	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	8.7e-88	306.1	14.0	1	1	8.1e-93	1.0e-87	305.843811035156	13.96	3	370	4	377	2	377	0.91	HNH endonuclease		0
A0A2I0PPL8_9EURY	A0A2I0PPL8_9EURY	384	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	5.8e-86	300.1	0.1	1	1	5.8e-91	7.2e-86	299.749603271484	0.14	3	369	7	383	6	384	0.93	Uncharacterized protein		0
A0A1C2GS49_9SPHI	A0A1C2GS49_9SPHI	252	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	3.1e-78	274.6	2.0	1	1	2.6e-81	3.2e-76	268.000610351562	2.02	135	369	35	250	22	251	0.94	Uncharacterized protein		0
A0A2V2MYT0_9EURY	A0A2V2MYT0_9EURY	389	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.5e-77	272.4	4.4	1	1	1.3e-82	1.7e-77	272.220672607422	4.42	6	368	10	387	5	389	0.92	Uncharacterized protein		0
H1Z088_9EURY	H1Z088_9EURY	406	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	4.6e-76	267.5	0.3	1	2	0.00033	41	14.3790512084961	0.01	7	40	12	45	8	59	0.86	Putative methyltransferase type 11		0
H1Z088_9EURY	H1Z088_9EURY	406	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	4.6e-76	267.5	0.3	2	2	2.7e-76	3.3e-71	251.501724243164	0.13	45	366	74	402	57	405	0.92	Putative methyltransferase type 11		0
C0QP62_PERMH	C0QP62_PERMH	367	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.1e-68	243.2	16.3	1	1	9.7e-74	1.2e-68	243.084854125977	16.31	8	370	7	367	1	367	0.87	Putative methyltransferase type 11		0
A0A1Q9NZT8_9ARCH	A0A1Q9NZT8_9ARCH	387	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	5.5e-66	234.3	3.4	1	1	5.1e-71	6.3e-66	234.138244628906	3.43	5	366	10	384	7	387	0.91	CRISPR-associated endonuclease Cas9		0
A0A2N0VIL6_9BACT	A0A2N0VIL6_9BACT	374	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	8.7e-60	213.9	1.8	1	1	8.3e-65	1.0e-59	213.694686889648	1.79	9	367	7	370	2	373	0.90	Uncharacterized protein		0
A0A1G1CAN0_9BACT	A0A1G1CAN0_9BACT	799	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	3.7e-51	185.6	0.0	1	1	4.1e-56	5.0e-51	185.120269775391	0.00	8	368	222	577	217	579	0.91	Uncharacterized protein		0
A6DFM8_9BACT	A6DFM8_9BACT	726	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	3.8e-49	179.0	4.8	1	1	3.9e-52	4.9e-47	172.008392333984	4.85	8	368	213	551	208	553	0.89	Uncharacterized protein		0
B6BL56_SULGG	B6BL56_SULGG	375	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	7.4e-49	178.0	10.8	1	1	7.2e-54	9.0e-49	177.72331237793	10.80	5	368	7	373	4	375	0.85	Uncharacterized protein		0
B6BJ34_SULGG	B6BJ34_SULGG	581	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.7e-48	176.8	12.7	1	1	1.7e-53	2.1e-48	176.471832275391	12.74	7	370	208	579	202	579	0.84	Protein containing Methyltransferase type 11 domain		0
A0A1G2QQI1_9BACT	A0A1G2QQI1_9BACT	571	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	3.0e-48	176.0	0.0	1	1	3.3e-53	4.1e-48	175.539321899414	0.00	8	368	215	569	210	571	0.90	Uncharacterized protein		0
A0A0P7WX31_9BACT	A0A0P7WX31_9BACT	424	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	6.2e-44	161.8	0.0	1	2	0.00021	26	15.039511680603	0.01	8	36	8	36	1	43	0.88	Uncharacterized protein		0
A0A0P7WX31_9BACT	A0A0P7WX31_9BACT	424	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	6.2e-44	161.8	0.0	2	2	7.2e-44	8.9e-39	144.83332824707	0.00	48	367	102	421	90	423	0.87	Uncharacterized protein		0
A0A0P0MG95_9BURK	A0A0P0MG95_9BURK	554	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.2e-43	160.9	2.2	1	1	3.7e-47	4.6e-42	155.634796142578	2.24	8	368	214	551	209	552	0.85	Ubiquinone biosynthesis O-methyltransferase		0
A0A1G0ZDM9_9BACT	A0A1G0ZDM9_9BACT	626	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	4.8e-41	152.3	6.3	1	1	1.3e-43	1.6e-38	143.975509643555	6.35	8	368	110	451	105	453	0.88	Uncharacterized protein		0
A0A292YHS6_9PROT	A0A292YHS6_9PROT	364	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.7e-40	150.5	16.6	1	1	1.7e-45	2.1e-40	150.187973022461	16.64	4	365	17	359	15	364	0.79	Uncharacterized protein		0
C6BT14_DESAD	C6BT14_DESAD	469	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	2.9e-39	146.4	0.9	1	1	2.9e-44	3.6e-39	146.125061035156	0.88	8	369	104	466	98	467	0.83	Uncharacterized protein		0
A9WAS9_CHLAA	A9WAS9_CHLAA	549	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	3.7e-36	136.2	0.0	1	1	1.0e-39	1.3e-34	131.161209106445	0.01	8	368	210	547	205	549	0.83	Methyltransferase type 11		0
A0A2T4CND8_9GAMM	A0A2T4CND8_9GAMM	503	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.6e-32	124.3	0.0	1	2	4.8e-08	0.006	26.9757347106934	0.00	7	103	159	253	155	319	0.72	Uncharacterized protein		0
A0A2T4CND8_9GAMM	A0A2T4CND8_9GAMM	503	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.6e-32	124.3	0.0	2	2	9.7e-29	1.2e-23	95.0640182495117	0.24	189	368	324	500	314	502	0.84	Uncharacterized protein		0
A0A1W9VMV4_9SPIO	A0A1W9VMV4_9SPIO	352	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	7.1e-32	122.1	10.8	1	1	5.6e-34	7.0e-29	112.290306091309	10.78	7	350	10	332	6	352	0.77	Uncharacterized protein (Fragment)		0
A0A1N6XUE1_9SPIO	A0A1N6XUE1_9SPIO	564	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.1e-31	121.5	0.0	1	2	6.7e-09	0.00083	29.8001117706299	0.00	8	144	212	354	208	367	0.85	HNH endonuclease		0
A0A1N6XUE1_9SPIO	A0A1N6XUE1_9SPIO	564	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.1e-31	121.5	0.0	2	2	4.1e-27	5.1e-22	89.6990966796875	0.08	189	339	378	530	365	564	0.82	HNH endonuclease		0
A0A2S9VG38_9ALTE	A0A2S9VG38_9ALTE	563	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	4.4e-30	116.2	0.3	1	1	5.2e-35	6.5e-30	115.682518005371	0.26	8	328	209	523	204	550	0.76	Methyltransferase type 12		0
A0A0T6W4V1_9ALTE	A0A0T6W4V1_9ALTE	560	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	5.0e-28	109.5	0.0	1	1	6.2e-33	7.7e-28	108.859527587891	0.00	9	343	209	535	204	554	0.81	Methyltransferase type 11		0
M7DGF2_9ALTE	M7DGF2_9ALTE	560	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	2.0e-27	107.5	0.0	1	1	3.2e-32	4.0e-27	106.515518188477	0.00	8	341	208	533	204	551	0.79	Type 11 methyltransferase		0
A0A2S0IKK8_9GAMM	A0A2S0IKK8_9GAMM	564	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	2.2e-27	107.4	0.0	1	1	2.7e-32	3.3e-27	106.763046264648	0.01	8	335	209	530	204	548	0.80	Methyltransferase type 12		0
A0A0P7ZC12_9ALTE	A0A0P7ZC12_9ALTE	560	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	3.1e-27	106.9	0.0	1	1	3.7e-32	4.6e-27	106.302215576172	0.00	9	343	209	535	204	554	0.80	Protein-L-isoaspartate carboxylmethyltransferase		0
C4LD98_TOLAT	C4LD98_TOLAT	592	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	4.9e-27	106.2	0.2	1	2	1.6e-08	0.002	28.5791931152344	0.01	7	108	209	312	205	361	0.70	Methyltransferase type 12		0
C4LD98_TOLAT	C4LD98_TOLAT	592	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	4.9e-27	106.2	0.2	2	2	7.5e-23	9.4e-18	75.6852188110352	0.12	234	331	456	554	387	579	0.75	Methyltransferase type 12		0
A0A0W1SC51_9GAMM	A0A0W1SC51_9GAMM	567	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	5.4e-27	106.1	0.1	1	1	7.6e-32	9.5e-27	105.26676940918	0.08	8	336	212	534	207	552	0.76	Methyltransferase type 12		0
A0A1J0TA51_9ALTE	A0A1J0TA51_9ALTE	565	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	6.0e-27	105.9	2.8	1	1	7.5e-32	9.3e-27	105.293647766113	2.77	7	335	208	531	204	550	0.76	Methyltransferase type 12		0
A0A1E8FHJ8_9ALTE	A0A1E8FHJ8_9ALTE	564	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	7.7e-27	105.6	0.1	1	1	1.1e-31	1.3e-26	104.782691955566	0.14	8	328	209	524	204	550	0.72	Methyltransferase type 12		0
A1U1X1_MARHV	A1U1X1_MARHV	560	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.2e-26	105.0	0.0	1	1	1.4e-31	1.8e-26	104.377365112305	0.00	9	339	209	531	204	552	0.79	Methyltransferase type 11		0
A0A2R7TNP2_9PSED	A0A2R7TNP2_9PSED	565	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	3.9e-26	103.3	0.9	1	1	5.1e-31	6.4e-26	102.550743103027	0.90	7	334	208	530	204	548	0.76	Methyltransferase type 12		0
A0A1I3S7H8_9ALTE	A0A1I3S7H8_9ALTE	561	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	5.0e-26	102.9	0.0	1	1	1.1e-30	1.4e-25	101.44783782959	0.01	9	342	209	534	204	553	0.80	HNH endonuclease		0
A0A1D9GK94_9ALTE	A0A1D9GK94_9ALTE	560	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.2e-25	101.7	0.0	1	1	2.5e-30	3.1e-25	100.312866210938	0.01	8	341	208	533	204	552	0.81	Methyltransferase type 11		0
A0A0J7J8J8_9ALTE	A0A0J7J8J8_9ALTE	559	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	2.1e-25	100.8	0.0	1	1	5.0e-30	6.2e-25	99.3016510009766	0.01	8	341	207	532	203	551	0.79	HNH endonuclease/Methyltransferase domain		0
A0A2T1KT39_9ALTE	A0A2T1KT39_9ALTE	560	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	4.6e-25	99.7	0.0	1	1	5.4e-30	6.7e-25	99.1922149658203	0.00	9	343	209	535	204	551	0.80	Methyltransferase type 11		0
A0A2D7E6M8_9PLAN	A0A2D7E6M8_9PLAN	560	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	4.7e-25	99.7	0.0	1	1	8.9e-30	1.1e-24	98.477783203125	0.00	8	341	208	533	204	550	0.79	Methyltransferase type 11		0
A0A1I6H0G0_9ALTE	A0A1I6H0G0_9ALTE	560	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	6.6e-25	99.2	0.0	1	1	1.4e-29	1.8e-24	97.8042831420898	0.00	9	344	209	536	204	552	0.81	HNH endonuclease		0
A0A1H9Z9Q7_9ALTE	A0A1H9Z9Q7_9ALTE	560	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	2.2e-24	97.5	0.0	1	1	8.2e-29	1.0e-23	95.3066329956055	0.03	9	341	209	533	204	553	0.79	HNH endonuclease		0
A9CZ21_9GAMM	A9CZ21_9GAMM	612	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	3.0e-24	97.1	0.4	1	2	4.7e-07	0.059	23.7217025756836	0.00	5	69	249	314	246	329	0.81	Uncharacterized protein		0
A9CZ21_9GAMM	A9CZ21_9GAMM	612	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	3.0e-24	97.1	0.4	2	2	1.5e-21	1.9e-16	71.3676681518555	0.53	244	339	478	583	388	612	0.79	Uncharacterized protein		0
A0A2G2CEW1_9SPHN	A0A2G2CEW1_9SPHN	567	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	4.9e-24	96.3	0.0	1	1	6.0e-29	7.5e-24	95.7454681396484	0.02	10	327	209	520	204	539	0.78	Methyltransferase type 11		0
A0A1I0FM25_THASX	A0A1I0FM25_THASX	568	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	7.1e-24	95.8	3.2	1	1	8.4e-29	1.0e-23	95.2701034545898	3.15	7	335	211	534	207	556	0.76	HNH endonuclease		0
A0A1Q9H141_9GAMM	A0A1Q9H141_9GAMM	576	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.6e-23	94.7	0.1	1	1	2.1e-28	2.6e-23	93.9407196044922	0.06	8	335	214	543	209	560	0.74	SAM-dependent methyltransferase		0
A0A1H7RZL4_9GAMM	A0A1H7RZL4_9GAMM	563	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	2.6e-23	94.0	0.0	1	1	2.9e-27	3.6e-22	90.2081680297852	0.03	10	336	209	527	204	560	0.79	HNH endonuclease		0
K6Z799_9ALTE	K6Z799_9ALTE	586	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	3.2e-23	93.7	0.1	1	1	4.6e-28	5.8e-23	92.8250198364258	0.05	10	353	225	571	218	578	0.76	Uncharacterized protein		0
A0A094IQS0_9GAMM	A0A094IQS0_9GAMM	557	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	9.2e-23	92.2	0.3	1	1	1.3e-27	1.7e-22	91.300666809082	0.26	8	334	207	523	202	541	0.74	Methyltransferase type 12		0
A3WN30_9GAMM	A3WN30_9GAMM	564	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	9.7e-23	92.1	0.1	1	1	1.5e-27	1.9e-22	91.1397018432617	0.05	8	336	209	532	204	552	0.73	Uncharacterized protein		0
A0A1H7U187_9GAMM	A0A1H7U187_9GAMM	563	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.5e-22	91.5	0.0	1	1	1.2e-26	1.5e-21	88.1836013793945	0.01	10	334	209	525	204	538	0.80	HNH endonuclease		0
A0A0Q4G4M9_9SPHN	A0A0Q4G4M9_9SPHN	580	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	3.6e-22	90.2	0.0	1	2	1.3e-07	0.016	25.5886249542236	0.00	11	78	216	284	210	303	0.75	Uncharacterized protein		0
A0A0Q4G4M9_9SPHN	A0A0Q4G4M9_9SPHN	580	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	3.6e-22	90.2	0.0	2	2	7.4e-19	9.3e-14	62.542163848877	0.00	237	335	438	542	371	554	0.78	Uncharacterized protein		0
A0A2V2LIH2_9RHOB	A0A2V2LIH2_9RHOB	568	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	9.3e-22	88.9	0.0	1	2	4.6e-09	0.00058	30.3244781494141	0.00	10	78	208	275	203	293	0.86	Methyltransferase type 12		0
A0A2V2LIH2_9RHOB	A0A2V2LIH2_9RHOB	568	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	9.3e-22	88.9	0.0	2	2	5.6e-17	6.9e-12	56.3780326843262	0.01	247	335	437	531	417	551	0.81	Methyltransferase type 12		0
A0A2N7DHW7_9VIBR	A0A2N7DHW7_9VIBR	569	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.2e-21	88.5	0.1	1	1	1.6e-26	1.9e-21	87.8023147583008	0.08	8	335	207	536	202	551	0.77	SAM-dependent methyltransferase		0
I9NZI4_9ALTE	I9NZI4_9ALTE	564	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.5e-21	88.1	0.1	1	1	2.9e-25	3.6e-20	83.6388626098633	0.06	8	335	211	531	206	537	0.77	Uncharacterized protein		0
A0A1X7AMX5_9GAMM	A0A1X7AMX5_9GAMM	449	>tr|A0A083WSF6|A0A083WSF6_9FLAO Uncharacterized protein OS=Chryseobacterium antarcticum OX=266748 GN=HY04_12515 PE=4 SV=1	-	370	1.6e-21	88.1	0.0	1	1	3.5e-26	4.4e-21	86.6397476196289	0.01	11	337	98	417	93	446	0.75	Uncharacterized protein		0
