Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
R7N9S8_9FIRM	R7N9S8_9FIRM	1426	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	4.7e-198	671.9	82.9	1	1	1.9e-202	2.0e-197	669.798400878906	82.87	8	1330	2	1412	1	1415	0.79	CRISPR-associated endonuclease Cas9		0
R9MHT9_9FIRM	R9MHT9_9FIRM	1338	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.2e-197	669.7	19.7	1	1	2.6e-202	2.8e-197	669.357788085938	19.72	7	1330	3	1332	1	1335	0.85	CRISPR-associated endonuclease Cas9		0
A0A2K2U9X6_9ACTN	A0A2K2U9X6_9ACTN	1371	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.1e-196	666.5	0.1	1	1	2.5e-201	2.7e-196	666.087219238281	0.12	3	1328	4	1364	2	1368	0.82	CRISPR-associated endonuclease Cas9		0
R6ZAM8_9CLOT	R6ZAM8_9CLOT	1340	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	3.6e-194	659.0	27.5	1	1	4.9e-199	5.3e-194	658.473815917969	27.50	6	1330	3	1334	2	1337	0.84	CRISPR-associated endonuclease Cas9		0
A0A1L8SVK0_9ENTE	A0A1L8SVK0_9ENTE	1331	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	8.7e-194	657.8	39.2	1	1	9.2e-199	9.9e-194	657.585510253906	39.22	7	1332	4	1328	1	1329	0.82	CRISPR-associated endonuclease Cas9		0
D4J3S7_9FIRM	D4J3S7_9FIRM	1338	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.8e-193	656.7	38.2	1	1	2.3e-198	2.4e-193	656.286865234375	38.16	7	1331	4	1333	2	1335	0.85	CRISPR-associated endonuclease Cas9		0
R6I3U9_9ACTN	R6I3U9_9ACTN	1396	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.2e-192	654.0	10.9	1	1	1.5e-197	1.6e-192	653.547241210938	10.92	7	1231	10	1294	5	1362	0.83	CRISPR-associated endonuclease Cas9		0
F7UWL3_EEGSY	F7UWL3_EEGSY	1380	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.8e-192	652.8	6.8	1	1	3.1e-197	3.3e-192	652.513366699219	6.84	4	1332	5	1377	2	1378	0.82	CRISPR-associated endonuclease Cas9		0
A0A1Y4G2J4_9ACTN	A0A1Y4G2J4_9ACTN	1371	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	3.6e-191	649.1	0.0	1	1	4.0e-196	4.3e-191	648.825744628906	0.00	3	1329	4	1365	2	1369	0.82	CRISPR-associated endonuclease Cas9		0
A0A2A4DVN9_ENTHR	A0A2A4DVN9_ENTHR	1336	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	4.1e-191	648.9	40.2	1	1	4.5e-196	4.8e-191	648.682739257812	40.19	7	1330	4	1325	1	1328	0.83	CRISPR-associated endonuclease Cas9		0
A0A1Q8RF43_9STRE	A0A1Q8RF43_9STRE	1343	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.7e-189	643.6	47.0	1	1	2.0e-194	2.1e-189	643.239501953125	47.01	7	1328	4	1332	2	1337	0.83	CRISPR-associated endonuclease Cas9		0
I6T669_ENTHA	I6T669_ENTHA	1336	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.7e-189	643.5	40.8	1	1	1.9e-194	2.0e-189	643.317993164062	40.77	7	1330	4	1325	1	1328	0.82	CRISPR-associated endonuclease Cas9		0
A0A1R4JY54_9SPHI	A0A1R4JY54_9SPHI	1337	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.3e-187	637.3	32.9	1	1	1.5e-192	1.7e-187	636.965026855469	32.86	7	1330	4	1332	2	1335	0.81	CRISPR-associated endonuclease Cas9		0
F9HIG7_9STRE	F9HIG7_9STRE	1371	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.6e-187	636.3	52.4	1	2	2.5e-183	2.7e-178	606.440246582031	40.82	6	1021	4	1024	1	1050	0.86	CRISPR-associated endonuclease Cas9		0
F9HIG7_9STRE	F9HIG7_9STRE	1371	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.6e-187	636.3	52.4	2	2	5.0e-11	5.4e-06	35.6607437133789	4.22	1012	1329	1046	1361	1031	1365	0.71	CRISPR-associated endonuclease Cas9		0
A0A095XEU7_9FIRM	A0A095XEU7_9FIRM	1335	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	3.7e-187	635.8	61.0	1	1	4.1e-192	4.4e-187	635.570983886719	60.97	7	1332	3	1333	1	1334	0.79	CRISPR-associated endonuclease Cas9		0
R6P3Z6_9FIRM	R6P3Z6_9FIRM	1356	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	7.1e-187	634.9	56.4	1	1	8.0e-192	8.6e-187	634.587890625	56.40	5	1328	3	1348	1	1353	0.80	CRISPR-associated endonuclease Cas9		0
R5SXF4_9CLOT	R5SXF4_9CLOT	1356	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	8.8e-186	631.2	37.8	1	1	1.0e-190	1.1e-185	630.959838867188	37.84	6	1328	5	1348	1	1353	0.80	CRISPR-associated endonuclease Cas9		0
CAS9_STRMU	CAS9_STRMU	1345	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.1e-185	630.0	49.3	1	1	2.3e-190	2.5e-185	629.7333984375	49.28	8	1330	5	1336	2	1339	0.84	CRISPR-associated endonuclease Cas9		0
A0A1J0A4R8_9ENTE	A0A1J0A4R8_9ENTE	1335	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.1e-185	630.0	58.1	1	1	2.3e-190	2.5e-185	629.743774414062	58.06	6	1212	3	1209	1	1330	0.83	CRISPR-associated endonuclease Cas9		0
R5FLM1_9ACTN	R5FLM1_9ACTN	1415	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	3.0e-185	629.5	20.6	1	1	2.9e-189	3.1e-184	626.111572265625	20.56	5	1330	10	1412	6	1415	0.79	CRISPR-associated endonuclease Cas9		0
A0A242K0X1_9ENTE	A0A242K0X1_9ENTE	1337	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	5.1e-185	628.7	40.0	1	1	5.5e-190	5.9e-185	628.503662109375	40.01	7	1332	3	1334	1	1335	0.81	CRISPR-associated endonuclease Cas9		0
A0A017H668_9FUSO	A0A017H668_9FUSO	1337	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	7.1e-185	628.3	68.8	1	1	7.6e-190	8.2e-185	628.033264160156	68.82	6	1329	5	1330	1	1334	0.85	CRISPR-associated endonuclease Cas9		0
A0A179EQS1_ENTTH	A0A179EQS1_ENTTH	1327	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	8.9e-185	627.9	38.7	1	1	1.1e-189	1.1e-184	627.561828613281	38.69	7	1330	4	1323	2	1326	0.82	CRISPR-associated endonuclease Cas9		0
R5RU71_9CLOT	R5RU71_9CLOT	1349	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.1e-184	627.6	45.8	1	1	1.5e-189	1.6e-184	627.090087890625	45.84	8	1282	5	1295	2	1344	0.83	CRISPR-associated endonuclease Cas9		0
A0A1I6SZS7_9BACI	A0A1I6SZS7_9BACI	1336	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.9e-184	626.8	47.4	1	1	2.1e-189	2.3e-184	626.567749023438	47.37	8	1329	5	1332	2	1336	0.83	CRISPR-associated endonuclease Cas9		0
H3NFH0_9LACT	H3NFH0_9LACT	1332	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	4.7e-184	625.5	49.1	1	1	5.6e-189	6.1e-184	625.157409667969	49.10	7	1333	4	1329	2	1329	0.81	CRISPR-associated endonuclease Cas9		0
A0A0R2FVI8_9LACT	A0A0R2FVI8_9LACT	1309	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.7e-183	623.7	18.5	1	1	1.8e-188	1.9e-183	623.520629882812	18.53	17	1216	2	1185	1	1305	0.84	CRISPR-associated endonuclease Cas9		0
A0A1L8RHH1_9ENTE	A0A1L8RHH1_9ENTE	1289	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.1e-183	623.3	38.6	1	1	2.7e-188	3.0e-183	622.880554199219	38.60	36	1078	14	1051	9	1121	0.85	CRISPR-associated endonuclease Cas9		0
F2NB82_CORGP	F2NB82_CORGP	1384	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	8.7e-183	621.3	1.5	1	1	9.8e-188	1.1e-182	621.042297363281	1.45	7	1212	9	1265	4	1381	0.86	CRISPR-associated endonuclease Cas9		0
A0A133YY65_9ACTN	A0A133YY65_9ACTN	1402	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.2e-182	620.0	24.6	1	1	2.5e-187	2.6e-182	619.722717285156	24.65	3	1330	4	1396	2	1399	0.80	CRISPR-associated endonuclease Cas9		0
A0A1L8WQK4_9ENTE	A0A1L8WQK4_9ENTE	1330	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.6e-182	619.7	48.8	1	1	2.9e-187	3.1e-182	619.490844726562	48.84	12	1330	1	1319	1	1322	0.83	CRISPR-associated endonuclease Cas9		0
A0A1X6WKP1_9ENTE	A0A1X6WKP1_9ENTE	1339	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	5.3e-182	618.7	54.1	1	1	6.3e-187	6.8e-182	618.365173339844	54.06	7	1330	4	1336	2	1339	0.83	CRISPR-associated endonuclease Cas9		0
R3WHR8_9ENTE	R3WHR8_9ENTE	1334	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	4.0e-181	615.8	37.8	1	1	4.7e-186	5.0e-181	615.482421875	37.76	7	1332	4	1331	2	1332	0.81	CRISPR-associated endonuclease Cas9		0
E1QW44_OLSUV	E1QW44_OLSUV	1399	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	7.0e-181	615.0	10.0	1	1	8.5e-186	9.1e-181	614.635375976562	10.01	7	1280	9	1341	3	1394	0.83	CRISPR-associated endonuclease Cas9		0
E0NJ84_9FIRM	E0NJ84_9FIRM	1364	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	7.3e-181	615.0	80.9	1	1	1.3e-185	1.4e-180	614.057983398438	80.91	3	1327	2	1355	1	1361	0.82	CRISPR-associated endonuclease Cas9		0
A0A139NKI7_9STRE	A0A139NKI7_9STRE	1362	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.9e-180	613.5	44.9	1	1	8.0e-185	8.6e-180	611.400512695312	44.94	8	1328	5	1351	2	1356	0.79	CRISPR-associated endonuclease Cas9		0
Q8E042_STRA5	Q8E042_STRA5	1370	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.0e-179	611.2	49.2	1	1	1.5e-184	1.6e-179	610.536254882812	49.25	8	1207	5	1232	2	1362	0.81	CRISPR-associated endonuclease Cas9		0
G5JVJ9_9STRE	G5JVJ9_9STRE	1338	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.1e-179	611.0	46.2	1	1	1.3e-184	1.4e-179	610.660461425781	46.16	7	1215	4	1212	2	1332	0.79	CRISPR-associated endonuclease Cas9		0
A0A172Q7S3_9STRE	A0A172Q7S3_9STRE	1372	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	4.2e-179	609.1	58.6	1	1	8.3e-183	9.0e-178	604.71630859375	58.62	7	1329	5	1361	2	1365	0.81	CRISPR-associated endonuclease Cas9		0
E0NI75_PEDAC	E0NI75_PEDAC	1364	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.4e-178	607.4	39.5	1	1	2.7e-183	2.9e-178	606.344055175781	39.55	8	1333	6	1361	3	1361	0.81	CRISPR-associated endonuclease Cas9		0
A0A1G5VTW4_9FIRM	A0A1G5VTW4_9FIRM	1359	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	7.0e-178	605.1	32.6	1	1	8.2e-183	8.8e-178	604.741882324219	32.65	7	1333	8	1353	3	1353	0.80	CRISPR-associated endonuclease Cas9		0
A0A1Q8EAV4_9STRE	A0A1Q8EAV4_9STRE	1370	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	7.6e-178	604.9	35.4	1	1	8.1e-181	8.7e-176	598.141845703125	35.40	7	1257	5	1282	1	1358	0.82	CRISPR-associated endonuclease Cas9		0
B0RZQ7_FINM2	B0RZQ7_FINM2	1348	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.7e-177	603.8	77.3	1	1	1.9e-182	2.0e-177	603.547973632812	77.30	7	1332	6	1346	2	1347	0.83	CRISPR-associated endonuclease Cas9		0
R5YGP2_9FIRM	R5YGP2_9FIRM	1353	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.7e-176	600.5	43.8	1	1	2.0e-181	2.1e-176	600.176513671875	43.83	7	1332	5	1349	2	1350	0.82	CRISPR-associated endonuclease Cas9		0
W3Y2C1_9FIRM	W3Y2C1_9FIRM	1399	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.2e-176	600.1	36.5	1	1	3.3e-181	3.5e-176	599.4453125	36.52	5	1190	19	1230	16	1248	0.82	CRISPR-associated endonuclease Cas9		0
A0A0R2I8Q5_9LACO	A0A0R2I8Q5_9LACO	1378	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.7e-176	599.8	38.1	1	1	3.6e-181	3.8e-176	599.308349609375	38.06	6	1152	4	1157	1	1286	0.83	CRISPR-associated endonuclease Cas9		0
R6QHH1_9FIRM	R6QHH1_9FIRM	1333	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	3.1e-176	599.6	62.7	1	1	3.5e-181	3.8e-176	599.337036132812	62.74	7	1331	4	1328	2	1330	0.85	CRISPR-associated endonuclease Cas9		0
M4YX12_STREQ	M4YX12_STREQ	1371	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	6.3e-176	598.6	44.4	1	1	1.9e-180	2.0e-175	596.908630371094	44.35	8	1260	5	1282	2	1365	0.78	CRISPR-associated endonuclease Cas9		0
A0A0E4H4H8_9STRE	A0A0E4H4H8_9STRE	1361	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.4e-175	596.7	44.4	1	1	1.1e-179	1.2e-174	594.40478515625	44.39	8	1218	5	1240	2	1354	0.81	CRISPR-associated endonuclease Cas9		0
E6LI02_9ENTE	E6LI02_9ENTE	1330	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	2.5e-175	596.6	49.1	1	1	2.9e-180	3.1e-175	596.28759765625	49.09	7	1332	4	1326	2	1327	0.81	CRISPR-associated endonuclease Cas9		0
A0A128ECZ8_9PROT	A0A128ECZ8_9PROT	1367	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.0e-174	594.6	64.0	1	1	1.3e-179	1.4e-174	594.183959960938	64.02	7	1216	3	1186	1	1222	0.85	CRISPR-associated endonuclease Cas9		0
A0A0R1TV35_9LACO	A0A0R1TV35_9LACO	1316	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	1.4e-174	594.1	45.6	1	1	1.6e-179	1.8e-174	593.802856445312	45.64	7	1330	5	1310	2	1313	0.84	CRISPR-associated endonuclease Cas9		0
A0A0J5P9G6_9LACT	A0A0J5P9G6_9LACT	1319	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	3.8e-174	592.7	32.4	1	1	4.2e-179	4.5e-174	592.452941894531	32.43	7	1332	2	1314	1	1315	0.85	CRISPR-associated endonuclease Cas9		0
A0A081BKX9_9LACO	A0A081BKX9_9LACO	1332	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	5.2e-174	592.2	33.1	1	1	6.0e-179	6.4e-174	591.949096679688	33.06	7	1250	4	1268	1	1304	0.82	CRISPR-associated endonuclease Cas9		0
U2SSY7_9FUSO	U2SSY7_9FUSO	1348	>tr|R7GMQ9|R7GMQ9_9FIRM CRISPR-associated endonuclease Cas9 OS=Catenibacterium sp. CAG:290 OX=1262767 GN=cas9 PE=3 SV=1	-	1333	9.5e-174	591.4	82.3	1	1	8.9e-179	9.5e-174	591.376220703125	82.32	5	1218	4	1197	1	1224	0.84	CRISPR-associated endonuclease Cas9		0
