Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
A0A0R1WWN2_9LACO	A0A0R1WWN2_9LACO	1368	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1359.4	32.3	1	1	0.0e+00	0.0e+00	1359.25207519531	32.34	4	1371	3	1368	1	1368	0.94	CRISPR-associated endonuclease Cas9		0
A0A0R1SG79_9LACO	A0A0R1SG79_9LACO	1376	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1349.6	22.4	1	1	0.0e+00	0.0e+00	1349.25903320312	22.40	6	1371	19	1376	15	1376	0.98	CRISPR-associated endonuclease Cas9		0
I7L6U4_9LACO	I7L6U4_9LACO	1386	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1337.7	56.1	1	1	0.0e+00	0.0e+00	1337.2978515625	56.12	4	1371	6	1386	3	1386	0.94	CRISPR-associated endonuclease Cas9		0
A0A0R2DGS6_9LACO	A0A0R2DGS6_9LACO	1369	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1332.3	32.8	1	1	0.0e+00	0.0e+00	1331.9755859375	32.81	6	1371	5	1369	2	1369	0.94	CRISPR-associated endonuclease Cas9		0
A0A0R2AFH9_9LACO	A0A0R2AFH9_9LACO	1324	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1311.8	44.0	1	1	0.0e+00	0.0e+00	1311.63684082031	43.97	29	1371	1	1324	1	1324	0.94	CRISPR-associated endonuclease Cas9		0
A0A2S2JKP0_9LACO	A0A2S2JKP0_9LACO	1458	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1297.6	57.6	1	2	8.4e-84	9.4e-79	276.604278564453	8.55	5	368	3	369	1	398	0.91	CRISPR-associated endonuclease Cas9		0
A0A2S2JKP0_9LACO	A0A2S2JKP0_9LACO	1458	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1297.6	57.6	2	2	2.3e-310	2.6e-305	1027.19592285156	40.87	394	1371	505	1458	427	1458	0.93	CRISPR-associated endonuclease Cas9		0
A0A081BKX9_9LACO	A0A081BKX9_9LACO	1332	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1285.9	36.0	1	1	0.0e+00	0.0e+00	1285.5751953125	35.96	4	1328	3	1324	1	1328	0.95	CRISPR-associated endonuclease Cas9		0
A0A0R1S4R8_9LACO	A0A0R1S4R8_9LACO	1390	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1260.1	43.3	1	1	0.0e+00	0.0e+00	1259.61352539062	43.33	2	1371	3	1390	2	1390	0.91	CRISPR-associated endonuclease Cas9		0
A0A0R1RFJ4_9LACO	A0A0R1RFJ4_9LACO	1336	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1258.6	43.4	1	1	0.0e+00	0.0e+00	1258.34631347656	43.40	29	1371	8	1336	2	1336	0.95	CRISPR-associated endonuclease Cas9		0
A0A0R2DR00_9LACO	A0A0R2DR00_9LACO	1345	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1222.4	22.3	1	1	0.0e+00	0.0e+00	1222.22290039062	22.29	3	1371	2	1345	1	1345	0.94	CRISPR-associated endonuclease Cas9		0
A0A1I1T9Q3_9LACO	A0A1I1T9Q3_9LACO	1396	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1219.4	43.2	1	1	0.0e+00	0.0e+00	1217.61413574219	43.22	4	1371	6	1396	2	1396	0.91	CRISPR-associated endonuclease Cas9		0
G2KVM6_LACSM	G2KVM6_LACSM	1331	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1203.4	56.8	1	1	0.0e+00	0.0e+00	1198.41223144531	56.76	4	1370	4	1330	1	1331	0.94	CRISPR-associated endonuclease Cas9		0
A0A0R2DLB6_9LACO	A0A0R2DLB6_9LACO	1402	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1189.5	46.8	1	2	1.0e-75	1.2e-70	249.800628662109	5.20	3	366	3	358	1	399	0.88	CRISPR-associated endonuclease Cas9		0
A0A0R2DLB6_9LACO	A0A0R2DLB6_9LACO	1402	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1189.5	46.8	2	2	8.5e-286	9.5e-281	945.796508789062	33.87	375	1370	417	1401	382	1402	0.91	CRISPR-associated endonuclease Cas9		0
W9EE99_9LACO	W9EE99_9LACO	1327	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1171.2	34.4	1	1	0.0e+00	0.0e+00	1170.87805175781	34.36	5	1371	7	1327	4	1327	0.93	CRISPR-associated endonuclease Cas9		0
A0A089Y508_9LACO	A0A089Y508_9LACO	1400	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1168.9	45.3	1	1	0.0e+00	0.0e+00	1168.44091796875	45.27	4	1370	6	1399	3	1400	0.90	CRISPR-associated endonuclease Cas9		0
A0A0R2JSC5_9LACO	A0A0R2JSC5_9LACO	1341	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1160.6	55.9	1	1	0.0e+00	0.0e+00	1157.80029296875	55.89	2	1371	4	1341	3	1341	0.93	CRISPR-associated endonuclease Cas9		0
Q1WVK1_LACS1	Q1WVK1_LACS1	1149	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1157.7	52.9	1	1	0.0e+00	0.0e+00	1157.43286132812	52.93	5	1156	3	1137	1	1148	0.94	CRISPR-associated endonuclease Cas9		0
A0A0R1MNC7_9LACO	A0A0R1MNC7_9LACO	1351	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1141.2	16.6	1	1	0.0e+00	0.0e+00	1140.99548339844	16.60	5	1371	4	1351	1	1351	0.93	CRISPR-associated endonuclease Cas9		0
A0A0R1RHH9_9LACO	A0A0R1RHH9_9LACO	1378	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1101.3	27.3	1	1	0.0e+00	0.0e+00	1101.06726074219	27.25	4	1370	14	1377	11	1378	0.92	CRISPR-associated endonuclease Cas9		0
A0A0R1K630_9LACO	A0A0R1K630_9LACO	1376	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	0.0e+00	1085.2	14.6	1	1	0.0e+00	0.0e+00	1082.43139648438	14.64	5	1371	4	1376	2	1376	0.90	CRISPR-associated endonuclease Cas9		0
A0A0R2N0I6_9LACO	A0A0R2N0I6_9LACO	1346	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	1.6e-286	964.9	20.7	1	1	1.6e-291	1.8e-286	964.731079101562	20.69	3	1371	2	1346	1	1346	0.91	CRISPR-associated endonuclease Cas9		0
A0A0F4LLE0_9LACO	A0A0F4LLE0_9LACO	1391	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	1.3e-272	918.9	37.9	1	1	1.4e-277	1.6e-272	918.56494140625	37.95	2	1371	4	1389	2	1389	0.90	CRISPR-associated endonuclease Cas9		0
A0A0R2DIR3_9LACO	A0A0R2DIR3_9LACO	1346	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	3.6e-265	894.2	44.1	1	1	4.2e-270	4.7e-265	893.821716308594	44.14	3	1365	4	1342	2	1345	0.90	CRISPR-associated endonuclease Cas9		0
A0A0C1M7A0_9LACO	A0A0C1M7A0_9LACO	942	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	7.0e-259	873.4	34.4	1	1	7.1e-264	8.0e-259	873.165466308594	34.38	402	1371	1	942	1	942	0.94	CRISPR-associated protein, SAG0894 family		0
A0A0R2HIR8_9LACT	A0A0R2HIR8_9LACT	1333	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	5.3e-216	731.3	37.5	1	1	1.7e-219	1.9e-214	726.150268554688	37.54	6	1371	13	1332	9	1332	0.83	CRISPR-associated endonuclease Cas9		0
A0A0R2FVI8_9LACT	A0A0R2FVI8_9LACT	1309	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	2.2e-206	699.4	25.0	1	1	5.3e-210	5.9e-205	694.694213867188	24.95	16	1371	3	1308	1	1308	0.82	CRISPR-associated endonuclease Cas9		0
A0A0J5P9G6_9LACT	A0A0J5P9G6_9LACT	1319	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	1.4e-205	696.8	31.2	1	1	3.0e-209	3.4e-204	692.195678710938	31.16	5	1370	2	1317	1	1318	0.83	CRISPR-associated endonuclease Cas9		0
J9YH95_LEUGJ	J9YH95_LEUGJ	1355	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	2.4e-198	672.8	35.1	1	1	2.0e-202	2.3e-197	669.565856933594	35.05	5	1364	2	1349	1	1354	0.80	CRISPR-associated endonuclease Cas9		0
X0QNI0_9LACO	X0QNI0_9LACO	1366	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	7.7e-198	671.1	21.0	1	1	1.2e-202	1.3e-197	670.369079589844	21.03	4	1370	3	1359	1	1360	0.84	CRISPR-associated endonuclease Cas9		0
G9WGU4_9LACT	G9WGU4_9LACT	1389	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	3.5e-193	655.7	37.0	1	1	2.3e-196	2.6e-191	649.492980957031	37.00	4	1364	3	1377	1	1384	0.80	CRISPR-associated endonuclease Cas9		0
A0A1P8Q111_9LACO	A0A1P8Q111_9LACO	1365	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	4.5e-190	645.4	52.3	1	1	9.0e-195	1.0e-189	644.231689453125	52.33	2	1366	4	1362	3	1365	0.82	CRISPR-associated endonuclease Cas9		0
A0A0H4LAX2_9LACO	A0A0H4LAX2_9LACO	1356	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	1.2e-185	630.7	48.7	1	1	1.8e-190	2.1e-185	629.962707519531	48.75	4	1367	6	1354	3	1356	0.81	CRISPR-associated endonuclease Cas9		0
A0A0R2JE56_9LACT	A0A0R2JE56_9LACT	1370	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	1.2e-182	620.7	35.7	1	1	9.7e-186	1.1e-180	614.308166503906	35.68	4	1371	5	1363	1	1363	0.82	CRISPR-associated endonuclease Cas9		0
A0A261F7M3_9BIFI	A0A261F7M3_9BIFI	1399	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	1.7e-179	610.3	19.7	1	2	4.0e-180	4.5e-175	595.711486816406	17.88	4	1135	10	1182	8	1217	0.84	CRISPR-associated endonuclease Cas9		0
A0A261F7M3_9BIFI	A0A261F7M3_9BIFI	1399	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	1.7e-179	610.3	19.7	2	2	0.00013	15	14.2393436431885	0.02	1307	1370	1330	1391	1317	1392	0.87	CRISPR-associated endonuclease Cas9		0
H3NFH0_9LACT	H3NFH0_9LACT	1332	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	1.4e-178	607.3	39.5	1	1	1.7e-183	1.9e-178	606.8662109375	39.46	4	1140	3	1131	1	1150	0.84	CRISPR-associated endonuclease Cas9		0
R5SXF4_9CLOT	R5SXF4_9CLOT	1356	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	7.4e-178	604.9	32.8	1	1	2.5e-182	2.8e-177	603.028503417969	32.75	2	1370	3	1355	2	1356	0.81	CRISPR-associated endonuclease Cas9		0
A0A1Q8RF43_9STRE	A0A1Q8RF43_9STRE	1343	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	2.5e-177	603.2	40.3	1	1	2.8e-182	3.1e-177	602.842712402344	40.31	4	1141	3	1136	1	1157	0.85	CRISPR-associated endonuclease Cas9		0
J0DFD8_9BIFI	J0DFD8_9BIFI	1471	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	2.9e-176	599.7	27.7	1	2	9.8e-56	1.1e-50	183.610214233398	1.63	5	342	14	360	11	381	0.86	CRISPR-associated endonuclease Cas9		0
J0DFD8_9BIFI	J0DFD8_9BIFI	1471	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	2.9e-176	599.7	27.7	2	2	1.8e-127	2.1e-122	421.237060546875	18.59	382	1371	422	1463	395	1463	0.80	CRISPR-associated endonuclease Cas9		0
CAS9_STRMU	CAS9_STRMU	1345	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	8.0e-176	598.2	38.2	1	1	9.2e-181	1.0e-175	597.825866699219	38.24	5	1141	4	1138	1	1155	0.84	CRISPR-associated endonuclease Cas9		0
A0A1L8SVK0_9ENTE	A0A1L8SVK0_9ENTE	1331	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	5.4e-175	595.4	30.4	1	1	6.0e-180	6.8e-175	595.116271972656	30.39	4	1145	3	1141	1	1173	0.84	CRISPR-associated endonuclease Cas9		0
A0A179EQS1_ENTTH	A0A179EQS1_ENTTH	1327	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	1.2e-174	594.3	29.8	1	1	1.4e-179	1.5e-174	593.940734863281	29.82	4	1143	3	1132	1	1152	0.83	CRISPR-associated endonuclease Cas9		0
A0A1Q2D5C5_9ENTE	A0A1Q2D5C5_9ENTE	1332	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	2.8e-174	593.1	36.2	1	1	4.3e-178	4.8e-173	588.970153808594	36.21	5	1150	4	1144	1	1247	0.84	CRISPR-associated endonuclease Cas9		0
A0A242K0X1_9ENTE	A0A242K0X1_9ENTE	1337	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	6.2e-174	591.9	31.2	1	1	7.3e-179	8.1e-174	591.539367675781	31.21	4	1142	2	1140	1	1161	0.82	CRISPR-associated endonuclease Cas9		0
A0A1I6SZS7_9BACI	A0A1I6SZS7_9BACI	1336	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	3.8e-173	589.3	37.9	1	1	4.6e-178	5.2e-173	588.883361816406	37.94	5	1169	4	1161	1	1173	0.83	CRISPR-associated endonuclease Cas9		0
G5JVJ9_9STRE	G5JVJ9_9STRE	1338	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	3.8e-172	586.0	38.8	1	1	4.7e-177	5.3e-172	585.534851074219	38.76	5	1131	4	1130	1	1145	0.84	CRISPR-associated endonuclease Cas9		0
A0A1R4JY54_9SPHI	A0A1R4JY54_9SPHI	1337	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	4.3e-172	585.8	29.3	1	1	7.0e-177	7.8e-172	584.965270996094	29.31	5	1152	4	1153	1	1299	0.79	CRISPR-associated endonuclease Cas9		0
R9MHT9_9FIRM	R9MHT9_9FIRM	1338	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	2.3e-171	583.4	10.4	1	1	2.8e-176	3.1e-171	582.97216796875	10.36	4	1370	2	1337	1	1338	0.82	CRISPR-associated endonuclease Cas9		0
V4Q7N5_STRIN	V4Q7N5_STRIN	1172	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	4.9e-171	582.3	36.4	1	1	2.4e-175	2.7e-170	579.868103027344	36.43	6	1136	5	1151	2	1161	0.83	CRISPR-associated endonuclease Cas9		0
E6LI02_9ENTE	E6LI02_9ENTE	1330	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	6.3e-171	582.0	37.1	1	1	7.1e-176	7.9e-171	581.633605957031	37.10	4	1152	3	1144	1	1184	0.84	CRISPR-associated endonuclease Cas9		0
R6I3U9_9ACTN	R6I3U9_9ACTN	1396	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	7.2e-171	581.8	8.1	1	1	1.1e-173	1.2e-168	574.402587890625	8.15	5	1366	10	1392	7	1395	0.78	CRISPR-associated endonuclease Cas9		0
B5CL59_9FIRM	B5CL59_9FIRM	1341	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	2.8e-170	579.8	35.2	1	1	2.1e-174	2.4e-169	576.759948730469	35.22	5	1368	4	1338	2	1341	0.80	CRISPR-associated endonuclease Cas9		0
D4J3S7_9FIRM	D4J3S7_9FIRM	1338	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	3.0e-170	579.7	32.2	1	1	9.4e-175	1.1e-169	577.915466308594	32.21	5	1368	4	1335	1	1338	0.80	CRISPR-associated endonuclease Cas9		0
Q8E042_STRA5	Q8E042_STRA5	1370	>tr|J9W3C2|J9W3C2_LACBU CRISPR-associated endonuclease Cas9 OS=Lactobacillus buchneri CD034 OX=1071400 GN=cas9 PE=3 SV=1	-	1371	4.6e-169	575.8	44.5	1	1	8.2e-174	9.2e-169	574.803588867188	44.46	5	1142	4	1158	1	1181	0.82	CRISPR-associated endonuclease Cas9		0
